Order_ID,Customer_ID,Date,Age,Gender,City,Product_Category,Quantity,Payment_Method,Device_Type,Session_Duration_Minutes,Pages_Viewed,Is_Returning_Customer,Delivery_Time_Days,Customer_Rating,Unit_Price,Discount_Amount,Total_Amount
ORD_000014-3,CUST_00014,10/8/2023,18,Female,San Diego,Books,1,Credit Card,Mobile,15,7,TRUE,6,4,0.7,0,0.7
ORD_000015-1,CUST_00015,2/13/2023,18,Male,Los Angeles,Electronics,3,Credit Card,Mobile,18,12,FALSE,4,4,65.82,0,197.47
ORD_000015-2,CUST_00015,5/15/2023,18,Male,Los Angeles,Sports,2,Debit Card,Mobile,15,9,TRUE,8,1,11.97,0,23.93
ORD_000015-3,CUST_00015,8/20/2023,18,Male,Los Angeles,Electronics,3,Digital Wallet,Mobile,11,10,TRUE,5,4,158.82,96.33,380.14
ORD_000015-4,CUST_00015,10/15/2023,18,Male,Los Angeles,Books,2,Buy Now Pay Later,Desktop,11,7,TRUE,4,4,4.54,1.36,7.72
ORD_000016-1,CUST_00016,1/23/2023,28,Female,New York,Electronics,2,ACH Transfer,Mobile,14,7,TRUE,8,4,32.56,6.79,58.33
ORD_000016-2,CUST_00016,4/17/2023,28,Female,New York,Electronics,5,Digital Wallet,Mobile,14,8,TRUE,8,5,39.25,36.87,159.36
ORD_000016-3,CUST_00016,7/7/2023,28,Female,New York,Food,2,Digital Wallet,Desktop,18,12,TRUE,4,1,0.93,0,1.86
ORD_000016-4,CUST_00016,7/13/2023,28,Female,New York,Toys,5,Debit Card,Mobile,17,9,TRUE,3,3,3.68,2.16,16.26
ORD_000016-5,CUST_00016,8/22/2023,28,Female,New York,Food,4,Debit Card,Tablet,12,9,TRUE,6,4,1.27,0.44,4.64
ORD_000016-6,CUST_00016,11/10/2023,28,Female,New York,Food,4,Credit Card,Mobile,12,8,TRUE,3,4,0.89,0,3.55
ORD_000016-7,CUST_00016,12/1/2023,28,Female,New York,Toys,2,Debit Card,Tablet,9,5,TRUE,7,3,10.61,0,21.21
ORD_000016-8,CUST_00016,1/13/2024,28,Female,New York,Food,1,Credit Card,Tablet,19,8,TRUE,11,4,2.24,0,2.24
ORD_000016-9,CUST_00016,1/25/2024,28,Female,New York,Books,3,Credit Card,Mobile,18,10,TRUE,5,5,0.67,0,2.02
ORD_000016-10,CUST_00016,2/2/2024,28,Female,New York,Beauty,1,Credit Card,Desktop,11,11,TRUE,5,3,2.68,0,2.68
ORD_000017-1,CUST_00017,9/27/2023,22,Male,Los Angeles,Home & Garden,3,Debit Card,Mobile,13,9,TRUE,6,5,10.54,0,31.62
ORD_000018-1,CUST_00018,1/1/2023,38,Female,Houston,Books,5,ACH Transfer,Mobile,17,10,TRUE,5,4,0.73,0,3.65
ORD_000018-2,CUST_00018,9/21/2023,38,Female,Houston,Food,4,Digital Wallet,Tablet,17,8,TRUE,8,4,4.63,0,18.53
ORD_000018-3,CUST_00018,12/19/2023,38,Female,Houston,Beauty,5,Credit Card,Mobile,11,10,TRUE,7,5,3.54,0,17.69
ORD_000018-4,CUST_00018,3/18/2024,38,Female,Houston,Home & Garden,3,Credit Card,Desktop,10,9,TRUE,5,5,23.4,0,70.21
ORD_000019-1,CUST_00019,2/28/2024,24,Female,San Antonio,Fashion,2,Digital Wallet,Mobile,17,9,TRUE,4,4,15.1,6.64,23.56
ORD_000020-1,CUST_00020,12/19/2023,18,Female,New York,Beauty,3,Debit Card,Mobile,7,12,TRUE,13,5,8.47,0,25.4
ORD_000020-2,CUST_00020,2/5/2024,18,Female,New York,Home & Garden,2,Credit Card,Mobile,12,7,TRUE,10,4,32.4,0,64.8
ORD_000021-1,CUST_00021,10/27/2023,52,Female,New York,Books,5,Digital Wallet,Mobile,15,6,FALSE,7,4,2.06,0,10.29
ORD_000021-2,CUST_00021,1/20/2024,52,Female,New York,Sports,4,Digital Wallet,Mobile,14,7,TRUE,5,4,37.2,0,148.78
ORD_000021-3,CUST_00021,3/18/2024,52,Female,New York,Fashion,4,Debit Card,Mobile,18,10,TRUE,9,5,6.52,3.14,22.94
ORD_000022-1,CUST_00022,5/28/2023,32,Male,Dallas,Toys,3,Credit Card,Desktop,17,9,FALSE,6,3,2.83,0,8.5
ORD_000022-2,CUST_00022,6/15/2023,32,Male,Dallas,Beauty,4,Buy Now Pay Later,Mobile,16,8,TRUE,4,4,1.93,0,7.72
ORD_000022-3,CUST_00022,9/2/2023,32,Male,Dallas,Books,5,Credit Card,Desktop,15,9,TRUE,5,5,0.83,0,4.17
ORD_000022-4,CUST_00022,1/21/2024,32,Male,Dallas,Sports,1,Buy Now Pay Later,Mobile,17,5,TRUE,3,4,12.29,0,12.29
ORD_000023-1,CUST_00023,12/14/2023,35,Female,Philadelphia,Fashion,1,Buy Now Pay Later,Mobile,15,7,TRUE,10,5,3.69,0,3.69
ORD_000024-1,CUST_00024,4/16/2023,18,Female,Houston,Books,2,Credit Card,Desktop,17,5,FALSE,4,5,1.26,0.46,2.06
ORD_000024-2,CUST_00024,4/17/2023,18,Female,Houston,Books,5,Credit Card,Mobile,10,10,TRUE,10,4,2.46,2.68,9.63
ORD_000025-1,CUST_00025,1/28/2023,28,Male,Philadelphia,Home & Garden,2,Credit Card,Desktop,9,11,TRUE,2,5,15.47,2.32,28.62
ORD_000025-2,CUST_00025,7/2/2023,28,Male,Philadelphia,Home & Garden,1,Debit Card,Desktop,14,7,TRUE,7,5,9.48,0.93,8.54
ORD_000026-1,CUST_00026,6/18/2023,36,Male,Chicago,Fashion,1,Digital Wallet,Mobile,16,11,FALSE,9,5,12.49,0,12.49
ORD_000026-2,CUST_00026,6/24/2023,36,Male,Chicago,Beauty,4,Debit Card,Mobile,13,3,TRUE,10,5,3.79,0,15.18
ORD_000027-1,CUST_00027,1/10/2023,21,Male,Philadelphia,Toys,4,Debit Card,Mobile,14,8,FALSE,9,4,11.02,0,44.08
ORD_000027-2,CUST_00027,2/7/2023,21,Male,Philadelphia,Books,3,ACH Transfer,Tablet,11,5,TRUE,6,5,1.38,0.81,3.33
ORD_000027-3,CUST_00027,8/1/2023,21,Male,Philadelphia,Sports,1,Credit Card,Mobile,15,15,TRUE,9,5,8.24,1.79,6.45
ORD_000027-4,CUST_00027,2/25/2024,21,Male,Philadelphia,Sports,4,Credit Card,Mobile,13,7,TRUE,7,3,11.32,8.91,36.36
ORD_000028-1,CUST_00028,2/7/2023,39,Male,Los Angeles,Fashion,3,Debit Card,Mobile,16,10,TRUE,3,5,7.86,0,23.57
ORD_000028-2,CUST_00028,11/19/2023,39,Male,Los Angeles,Books,4,ACH Transfer,Desktop,14,7,TRUE,3,3,1.85,0.67,6.72
ORD_000029-1,CUST_00029,3/26/2023,27,Male,New York,Books,4,ACH Transfer,Desktop,12,7,TRUE,3,2,1.37,0,5.46
ORD_000029-2,CUST_00029,4/12/2023,27,Male,New York,Food,2,ACH Transfer,Mobile,17,12,TRUE,4,4,3.65,1.45,5.86
ORD_000029-3,CUST_00029,5/18/2023,27,Male,New York,Sports,1,Debit Card,Mobile,15,11,TRUE,8,3,36.16,6.88,29.28
ORD_000029-4,CUST_00029,6/8/2023,27,Male,New York,Sports,3,Digital Wallet,Mobile,17,8,TRUE,4,4,18.29,0,54.86
ORD_000029-5,CUST_00029,7/31/2023,27,Male,New York,Sports,4,Debit Card,Desktop,13,12,TRUE,5,3,18.75,8.66,66.33
ORD_000029-6,CUST_00029,11/20/2023,27,Male,New York,Beauty,2,Credit Card,Desktop,14,10,TRUE,8,1,4.79,1.45,8.13
ORD_000029-7,CUST_00029,12/29/2023,27,Male,New York,Electronics,4,Digital Wallet,Desktop,20,12,TRUE,3,4,104.16,89.13,327.51
ORD_000029-8,CUST_00029,3/25/2024,27,Male,New York,Electronics,1,Credit Card,Mobile,17,8,TRUE,7,5,45.41,7.45,37.96
ORD_000030-1,CUST_00030,1/5/2023,31,Female,Philadelphia,Beauty,1,Credit Card,Desktop,9,13,TRUE,8,5,2.25,0.42,1.83
ORD_000030-2,CUST_00030,1/10/2023,31,Female,Philadelphia,Fashion,5,Credit Card,Tablet,10,7,TRUE,12,5,17.5,0,87.48
ORD_000030-3,CUST_00030,4/24/2023,31,Female,Philadelphia,Beauty,4,Debit Card,Desktop,15,6,TRUE,3,3,3.74,1.84,13.12
ORD_000030-4,CUST_00030,8/15/2023,31,Female,Philadelphia,Home & Garden,2,Digital Wallet,Mobile,12,10,TRUE,8,2,48.62,0,97.25
ORD_000030-5,CUST_00030,8/20/2023,31,Female,Philadelphia,Toys,3,ACH Transfer,Desktop,18,12,TRUE,4,5,4.59,0,13.78
ORD_000030-6,CUST_00030,9/6/2023,31,Female,Philadelphia,Food,3,Digital Wallet,Desktop,19,9,TRUE,6,4,2.1,0,6.3
ORD_000030-7,CUST_00030,2/8/2024,31,Female,Philadelphia,Electronics,4,Credit Card,Mobile,15,13,TRUE,4,5,114.22,0,456.9
ORD_000031-1,CUST_00031,3/17/2023,27,Male,Chicago,Food,3,ACH Transfer,Mobile,15,11,FALSE,9,4,1.88,0,5.64
ORD_000031-2,CUST_00031,3/8/2024,27,Male,Chicago,Food,3,Buy Now Pay Later,Desktop,13,7,TRUE,8,5,2.02,0,6.07
ORD_000031-3,CUST_00031,3/9/2024,27,Male,Chicago,Books,2,Credit Card,Mobile,12,8,TRUE,2,4,3.15,0,6.3
ORD_000032-1,CUST_00032,8/18/2023,57,Male,,Books,2,Debit Card,Tablet,18,9,TRUE,5,3,0.79,0,1.59
ORD_000033-1,CUST_00033,4/30/2023,34,Female,Los Angeles,Toys,1,Credit Card,Mobile,14,12,FALSE,5,3,2.91,0,2.91
ORD_000033-2,CUST_00033,11/8/2023,34,Female,Los Angeles,Home & Garden,1,Credit Card,Mobile,14,11,TRUE,9,4,12.36,0.73,11.63
ORD_000034-1,CUST_00034,1/26/2023,22,Female,Dallas,Electronics,3,ACH Transfer,Desktop,15,9,TRUE,6,5,68.45,32.55,172.81
ORD_000034-2,CUST_00034,3/23/2023,22,Female,Dallas,Fashion,2,Credit Card,Mobile,16,11,TRUE,12,5,23.89,0,47.77
ORD_000035-1,CUST_00035,7/17/2023,44,Female,Dallas,Food,2,Buy Now Pay Later,Mobile,12,12,TRUE,9,5,1.82,0,3.64
ORD_000035-2,CUST_00035,3/9/2024,44,Female,Dallas,Books,2,Credit Card,Mobile,14,10,TRUE,5,3,2.43,0.74,4.12
ORD_000036-1,CUST_00036,5/1/2023,20,Male,New York,Food,3,Debit Card,Mobile,11,8,TRUE,6,4,0.95,0,2.86
ORD_000036-2,CUST_00036,6/14/2023,20,Male,New York,Books,4,Credit Card,Desktop,15,11,TRUE,13,5,2.06,0,8.24
ORD_000036-3,CUST_00036,10/29/2023,20,Male,New York,Toys,1,Buy Now Pay Later,Mobile,15,8,TRUE,4,5,2.17,0.2,1.97
ORD_000037-1,CUST_00037,12/29/2023,37,Female,San Antonio,Home & Garden,3,Credit Card,Tablet,17,4,FALSE,15,5,41.99,0,125.98
ORD_000038-1,CUST_00038,4/23/2023,18,Female,Chicago,Fashion,3,Digital Wallet,Mobile,13,12,FALSE,5,3,6.58,0,19.74
ORD_000038-2,CUST_00038,5/1/2023,18,Female,Chicago,Food,3,Digital Wallet,Mobile,13,7,TRUE,3,3,2.4,0,7.19
ORD_000038-3,CUST_00038,2/12/2024,18,Female,Chicago,Food,5,Credit Card,Tablet,16,10,TRUE,4,5,2.53,0,12.64
ORD_000039-1,CUST_00039,3/23/2023,19,Male,Dallas,Beauty,2,Credit Card,Mobile,12,11,FALSE,7,5,7.12,0,14.24
ORD_000039-2,CUST_00039,4/3/2023,19,Male,Dallas,Electronics,2,Credit Card,Mobile,17,9,TRUE,4,5,48.68,0,97.36
ORD_000039-3,CUST_00039,12/7/2023,19,Male,Dallas,Books,2,Credit Card,Mobile,13,11,TRUE,8,5,1.64,0,3.29
ORD_000040-1,CUST_00040,12/22/2023,37,Male,Chicago,Toys,3,Credit Card,Mobile,13,6,FALSE,8,5,16.34,0,49.03
ORD_000040-2,CUST_00040,1/9/2024,37,Male,Chicago,Toys,1,Debit Card,Desktop,19,6,TRUE,6,4,2.57,0,2.57
ORD_000040-3,CUST_00040,1/26/2024,37,Male,Chicago,Fashion,2,Debit Card,Mobile,11,6,TRUE,8,5,24.52,0,49.04
ORD_000041-1,CUST_00041,3/23/2023,43,Female,Philadelphia,Beauty,2,Credit Card,Desktop,10,9,FALSE,8,3,4.75,1.17,8.34
ORD_000041-2,CUST_00041,10/13/2023,43,Female,Philadelphia,Beauty,3,Credit Card,Tablet,17,7,TRUE,3,5,5.48,2.21,14.23
ORD_000041-3,CUST_00041,11/19/2023,43,Female,Philadelphia,Home & Garden,2,Debit Card,Desktop,16,9,TRUE,5,2,13.45,0,26.91
ORD_000041-4,CUST_00041,3/10/2024,43,Female,Philadelphia,Home & Garden,3,Debit Card,Desktop,18,9,TRUE,4,4,49.84,0,149.51
ORD_000042-1,CUST_00042,3/2/2023,37,Female,Chicago,Home & Garden,3,Debit Card,Tablet,11,10,TRUE,4,5,40.43,0,121.3
ORD_000042-2,CUST_00042,9/1/2023,37,Female,Chicago,Food,4,Debit Card,Mobile,12,8,TRUE,8,3,1.37,0.6,4.9
ORD_000043-1,CUST_00043,2/5/2023,33,Female,New York,Fashion,3,Credit Card,Mobile,17,10,TRUE,10,5,7.83,2.76,20.74
ORD_000043-2,CUST_00043,12/3/2023,33,Female,New York,Home & Garden,1,Debit Card,Mobile,14,9,TRUE,11,5,24.05,0,24.05
ORD_000044-1,CUST_00044,4/5/2023,31,Female,New York,Beauty,4,Digital Wallet,Mobile,12,4,FALSE,2,5,1.84,0,7.35
ORD_000044-2,CUST_00044,1/26/2024,31,Female,New York,Food,3,Credit Card,Tablet,15,11,TRUE,7,5,2.12,0,6.37
ORD_000045-1,CUST_00045,12/26/2023,18,Female,Chicago,Sports,4,ACH Transfer,Desktop,10,7,TRUE,1,4,21.32,17.76,67.52
ORD_000045-2,CUST_00045,1/7/2024,18,Female,Chicago,Books,3,Digital Wallet,Desktop,17,10,TRUE,11,4,0.75,0.41,1.83
ORD_000045-3,CUST_00045,1/11/2024,18,Female,Chicago,Electronics,3,Credit Card,Desktop,19,10,TRUE,2,4,72.43,22.32,194.96
ORD_000046-1,CUST_00046,1/12/2023,26,Female,Philadelphia,Electronics,5,Digital Wallet,Desktop,14,9,TRUE,4,3,12.24,0,61.19
ORD_000046-2,CUST_00046,12/27/2023,26,Female,Philadelphia,Toys,2,Digital Wallet,Desktop,15,12,TRUE,5,1,2.43,0,4.86
ORD_000047-1,CUST_00047,2/15/2023,29,Male,Houston,Home & Garden,2,Credit Card,Mobile,17,9,TRUE,3,5,19.96,8.2,31.72
ORD_000047-2,CUST_00047,3/8/2024,29,Male,Houston,Electronics,2,Digital Wallet,Tablet,14,9,TRUE,6,5,41,9.62,72.38
ORD_000048-1,CUST_00048,4/1/2023,47,Male,Phoenix,Home & Garden,4,Credit Card,Mobile,13,11,TRUE,2,2,26.41,15.28,90.37
ORD_000048-2,CUST_00048,6/24/2023,47,Male,Phoenix,Beauty,3,ACH Transfer,Mobile,14,12,TRUE,8,5,9.19,0,27.56
ORD_000048-3,CUST_00048,6/26/2023,47,Male,Phoenix,Home & Garden,2,Debit Card,Desktop,14,13,TRUE,7,4,13.72,0,27.43
ORD_000048-4,CUST_00048,2/2/2024,47,Male,Phoenix,Food,4,Credit Card,Desktop,11,10,TRUE,16,3,2.48,0,9.91
ORD_000049-1,CUST_00049,3/13/2023,39,Male,Los Angeles,Beauty,2,Credit Card,Desktop,14,10,TRUE,10,5,4.31,0,8.63
ORD_000049-2,CUST_00049,6/30/2023,39,Male,Los Angeles,Food,5,Credit Card,Desktop,16,7,TRUE,10,4,0.76,0.82,2.99
ORD_000049-3,CUST_00049,11/13/2023,39,Male,Los Angeles,Electronics,2,Debit Card,Desktop,14,9,TRUE,4,2,7.03,1.1,12.96
ORD_000050-1,CUST_00050,3/14/2024,18,Female,Chicago,Beauty,2,ACH Transfer,Mobile,9,4,TRUE,9,4,4.33,0,8.66
ORD_000051-1,CUST_00051,1/3/2023,38,Female,New York,Sports,1,Credit Card,Desktop,11,8,FALSE,14,4,10.11,1.2,8.91
ORD_000051-2,CUST_00051,2/28/2024,38,Female,New York,Books,4,Credit Card,Desktop,18,8,TRUE,3,3,0.83,0.37,2.93
ORD_000052-1,CUST_00052,4/13/2023,30,Female,San Antonio,Home & Garden,5,Credit Card,Mobile,13,10,TRUE,11,3,46.85,42.43,191.83
ORD_000052-2,CUST_00052,7/25/2023,30,Female,San Antonio,Fashion,4,ACH Transfer,Mobile,17,8,TRUE,4,5,8.7,0,34.82
ORD_000052-3,CUST_00052,3/1/2024,30,Female,San Antonio,Toys,5,Credit Card,Mobile,17,3,TRUE,3,5,1.1,0.36,5.15
ORD_000052-4,CUST_00052,3/15/2024,30,Female,San Antonio,Books,5,Digital Wallet,Mobile,16,11,TRUE,10,4,1.26,0,6.3
ORD_000053-1,CUST_00053,3/3/2024,26,Male,,Books,4,Credit Card,Mobile,11,5,TRUE,3,1,2.04,0.87,7.31
ORD_000054-1,CUST_00054,8/24/2023,42,Female,Chicago,Home & Garden,1,Debit Card,Mobile,16,6,TRUE,1,3,18.53,0,18.53
ORD_000055-1,CUST_00055,5/30/2023,47,Male,New York,Beauty,3,Digital Wallet,Mobile,19,6,TRUE,13,4,2.8,0,8.41
ORD_000055-2,CUST_00055,12/20/2023,47,Male,New York,Food,4,Debit Card,Desktop,14,9,TRUE,5,4,2.78,0,11.12
ORD_000055-3,CUST_00055,3/15/2024,47,Male,New York,Beauty,3,Credit Card,Tablet,16,8,TRUE,5,3,2.98,1.37,7.57
ORD_000056-1,CUST_00056,5/9/2023,46,Male,New York,Electronics,3,Credit Card,Mobile,17,11,TRUE,3,5,30.9,0,92.71
ORD_000056-2,CUST_00056,6/30/2023,46,Male,New York,Sports,4,Credit Card,Desktop,12,10,TRUE,10,5,9.89,5.99,33.55
ORD_000056-3,CUST_00056,12/20/2023,46,Male,New York,Beauty,5,Debit Card,Desktop,11,8,TRUE,5,4,0.98,0,4.92
ORD_000056-4,CUST_00056,1/26/2024,46,Male,New York,Beauty,5,Credit Card,Mobile,11,10,TRUE,6,5,7.03,0,35.13
ORD_000056-5,CUST_00056,2/23/2024,46,Male,New York,Home & Garden,5,Credit Card,Tablet,9,7,TRUE,4,3,7.62,0,38.12
ORD_000057-1,CUST_00057,3/27/2023,24,Female,Phoenix,Sports,4,Credit Card,Tablet,11,9,FALSE,5,4,9.16,0,36.62
ORD_000057-2,CUST_00057,4/10/2023,24,Female,Phoenix,Books,3,Credit Card,Mobile,16,10,TRUE,3,4,2.03,0.67,5.43
ORD_000057-3,CUST_00057,12/16/2023,24,Female,Phoenix,Beauty,5,Debit Card,Mobile,17,8,TRUE,2,4,0.87,0.89,3.45
ORD_000057-4,CUST_00057,12/29/2023,24,Female,Phoenix,Beauty,3,Debit Card,Desktop,13,9,TRUE,10,4,2.51,0,7.54
ORD_000058-1,CUST_00058,8/16/2023,31,Female,Houston,Toys,1,Buy Now Pay Later,Mobile,14,7,TRUE,7,4,8.39,0,8.39
ORD_000058-2,CUST_00058,9/30/2023,31,Female,Houston,Sports,3,Credit Card,Desktop,10,6,TRUE,10,4,43.89,0,131.66
ORD_000058-3,CUST_00058,10/13/2023,31,Female,Houston,Beauty,3,Debit Card,Mobile,11,15,TRUE,4,2,4.48,0,13.45
ORD_000058-4,CUST_00058,1/3/2024,31,Female,Houston,Fashion,1,Debit Card,Mobile,13,9,TRUE,3,4,10.27,0.6,9.68
ORD_000058-5,CUST_00058,1/6/2024,31,Female,Houston,Beauty,1,Digital Wallet,Desktop,15,13,TRUE,8,5,2.09,0.31,1.77
ORD_000058-6,CUST_00058,1/26/2024,31,Female,Houston,Fashion,3,Credit Card,Mobile,14,10,TRUE,8,4,2.93,0,8.8
ORD_000059-1,CUST_00059,2/11/2023,38,Other,San Antonio,Fashion,5,Debit Card,Tablet,16,11,FALSE,10,3,7.47,0,37.37
ORD_000059-2,CUST_00059,8/17/2023,38,Other,San Antonio,Fashion,2,Credit Card,Desktop,18,7,TRUE,3,4,3.58,0.65,6.51
ORD_000059-3,CUST_00059,10/1/2023,38,Other,San Antonio,Books,2,Credit Card,Mobile,17,5,TRUE,6,1,1.69,0,3.39
ORD_000059-4,CUST_00059,2/24/2024,38,Other,San Antonio,Sports,5,ACH Transfer,Desktop,13,11,TRUE,11,5,17.78,0,88.91
ORD_000060-1,CUST_00060,8/20/2023,46,Male,Los Angeles,Toys,4,Digital Wallet,Tablet,18,5,TRUE,12,5,10.26,0,41.05
ORD_000061-1,CUST_00061,1/8/2023,29,Female,Philadelphia,Fashion,1,Buy Now Pay Later,Mobile,14,8,TRUE,5,1,14.12,2.96,11.16
ORD_000061-2,CUST_00061,2/2/2024,29,Female,Philadelphia,Beauty,4,Buy Now Pay Later,Mobile,14,6,TRUE,3,3,6.96,0,27.86
ORD_000061-3,CUST_00061,2/11/2024,29,Female,Philadelphia,Beauty,1,ACH Transfer,Mobile,12,8,TRUE,6,4,4.48,0,4.48
ORD_000062-1,CUST_00062,2/12/2023,32,Male,Phoenix,Beauty,5,Credit Card,Tablet,17,10,TRUE,3,5,2.43,0,12.15
ORD_000062-2,CUST_00062,9/1/2023,32,Male,Phoenix,Fashion,4,Debit Card,Mobile,13,5,TRUE,5,5,21.47,16.7,69.2
ORD_000062-3,CUST_00062,9/6/2023,32,Male,Phoenix,Beauty,4,Credit Card,Mobile,17,6,TRUE,8,4,5.8,2.72,20.48
ORD_000062-4,CUST_00062,12/23/2023,32,Male,Phoenix,Electronics,3,Debit Card,Tablet,14,12,TRUE,6,5,31.84,0,95.53
ORD_000063-1,CUST_00063,1/8/2023,21,Male,Los Angeles,Fashion,5,Digital Wallet,Mobile,12,9,TRUE,4,5,12.78,0,63.91
ORD_000063-2,CUST_00063,1/12/2023,21,Male,Los Angeles,Fashion,1,Credit Card,Mobile,18,9,TRUE,2,4,16.45,0,16.45
ORD_000063-3,CUST_00063,2/29/2024,21,Male,Los Angeles,Beauty,4,Digital Wallet,Mobile,15,8,TRUE,5,5,6.54,2.92,23.25
ORD_000064-1,CUST_00064,2/6/2024,20,Female,Houston,Sports,3,Credit Card,Mobile,15,10,TRUE,9,5,9,1.38,25.62
ORD_000065-1,CUST_00065,9/24/2023,44,Female,New York,Electronics,1,Debit Card,Mobile,13,7,TRUE,7,4,33.7,0,33.7
